종목명,시가총액,매출액,PSR,상승률,상승하락,년초가,현재가,결산월
한국화장품제조,156807200,882,177785.94,0.738,하락,36200,26700,2018/12
한글과컴퓨터,291987300,2158,135304.59,0.859,하락,13100,11250,2018/12
한네트,30066400,272,110538.24,1.182,상승,2560,3025,2018/12
한농화성,62391630,2232,27953.24,1.067,상승,4010,4280,2018/12
한독,443889000,4467,99370.72,0.751,하락,31100,23350,2018/12
한라,162303125,13210,12286.38,0.783,하락,4360,3415,2018/12
한라IMS,79990800,329,243133.13,1.082,상승,7070,7650,2018/12
한라홀딩스,479113050,8865,54045.47,1.042,상승,42650,44450,2018/12
한류AI센터,112608000,133,846676.69,0.263,하락,5510,1450,2018/12
한류타임즈,103367175,274,377252.46,0.536,하락,1710,917,2019/03
한미글로벌,103224360,2077,49698.78,1.009,상승,9570,9660,2018/12
한미반도체,429752240,2171,197951.29,0.906,하락,7790,7060,2018/12
한미사이언스,5056428300,7080,714184.79,0.603,하락,79400,47850,2018/12
한미약품,5231206000,10160,514882.48,0.636,하락,462500,294000,2018/12
한빛소프트,77065800,398,193632.66,1.075,상승,3115,3350,2018/12
한샘,1593251800,19285,82616.12,1.003,상승,68000,68200,2018/12
한섬,894069000,12992,68816.89,0.999,하락,35900,35850,2018/12
한성기업,34179840,2869,11913.5,1.031,상승,5750,5930,2018/12
한세실업,788000000,17127,46009.23,1.005,상승,19600,19700,2018/12
한세엠케이,99270210,3230,30733.81,0.688,하락,7780,5350,2018/12
한세예스24홀딩스,308000000,25215,12214.95,0.985,하락,8100,7980,2018/12
한솔로지스틱스,35307945,4342,8131.72,1.023,상승,1330,1360,2018/12
한솔시큐어,33994090,134,253687.24,1.099,상승,4605,5060,2018/12
한솔씨앤피,21967000,352,62406.25,1.381,상승,5430,7500,2018/12
한솔인티큐브,32201600,637,50551.96,1.25,상승,2300,2875,2018/12
한솔제지,401046850,17923,22376.1,0.907,하락,16600,15050,2018/12
한솔케미칼,861808500,5819,148102.51,1.124,상승,76400,85900,2018/12
한솔테크닉스,124014990,8419,14730.37,1.102,상승,5783,6370,2018/12
한솔피엔에스,27870480,2484,11220.0,1.188,상승,1385,1645,2018/12
한솔홀딩스,231720624,6987,33164.54,0.97,하락,4915,4770,2018/12
한솔홈데코,107151450,2969,36090.08,0.921,하락,1390,1280,2018/12
한송네오텍,72581900,383,189508.88,0.95,하락,1910,1815,2018/12
한스바이오메드,242506800,517,469065.38,0.921,하락,25350,23350,2018/09
한신공영,194971350,21422,9101.45,0.997,하락,16850,16800,2018/12
한신기계공업,68298830,533,128140.39,0.818,하락,2175,1780,2018/12
한양디지텍,29250000,940,31117.02,1.441,상승,2900,4180,2018/12
한양이엔지,221400000,7888,28067.95,0.96,하락,12450,11950,2018/12
한양증권,85666170,542,158055.66,1.076,상승,6800,7320,2018/12
한온시스템,5604900000,59376,94396.73,1.093,상승,10800,11800,2018/12
한올바이오파마,1825822950,918,1988913.89,0.738,하락,36400,26850,2018/12
한익스프레스,51360000,5658,9077.41,1.456,상승,4445,6470,2018/12
한일네트웍스,59411380,1266,46928.42,0.898,하락,5130,4605,2018/12
한일단조,41996855,1527,27502.85,1.06,상승,1410,1495,2018/12
한일사료,68168920,3078,22147.15,1.051,상승,1770,1860,2018/12
한일시멘트,497400000,5120,97148.44,1.009,상승,117500,118500,2018/12
한일진공,64599150,511,126417.12,0.911,하락,1180,1075,2018/12
한일철강,41965360,1686,24890.49,1.17,상승,1910,2235,2018/12
한일현대시멘트,698850300,3396,205786.31,0.744,하락,43000,32000,2018/12
한일홀딩스,327981200,11867,27638.09,0.998,하락,52100,52000,2018/12
한일화학,36855000,1529,24103.99,1.076,상승,10550,11350,2018/12
한전KPS,1458000000,12425,117344.06,0.926,하락,32900,30450,2018/12
한전기술,793065000,4337,182860.27,0.904,하락,20850,18850,2018/12
한전산업,114100000,3323,34336.44,0.972,하락,3555,3455,2018/12
한중엔시에스,11385000,754,15099.47,0.736,하락,2800,2060,2018/12
한진,645452500,19508,33086.55,0.593,하락,53500,31700,2018/12
한진중공업,258396740,16979,15218.61,0.299,하락,18560,5550,2018/12
한진중공업홀딩스,86079950,9460,9099.36,1.128,상승,2930,3305,2018/12
한진칼,1736639500,13049,133086.02,0.94,하락,29800,28000,2018/12
한창,63059970,991,63632.66,1.669,상승,1845,3080,2018/12
한창산업,27300000,623,43820.22,1.075,상승,5440,5850,2018/12
한창제지,190934400,2000,95467.2,0.915,하락,3055,2795,2018/12
한컴MDS,134200800,1589,84456.14,0.857,하락,14700,12600,2018/12
한컴시큐어,46146525,157,293926.91,0.912,하락,3195,2915,2018/12
한컴유니맥스,30858400,208,148357.69,1.665,상승,1700,2830,2018/12
한컴지엠디,27708930,110,251899.36,0.981,하락,2390,2345,2018/12
한탑,49608000,1099,45139.22,0.968,하락,2315,2240,2018/12
한프,60213300,98,614421.43,1.088,상승,1305,1420,2018/12
한화,2323729000,487402,4767.58,0.801,하락,31450,25200,2018/12
한화갤러리아타임월드,168000000,3327,50495.94,0.691,하락,28800,19900,2018/12
한화생명,3660853950,149258,24527.02,0.646,하락,4220,2725,2018/12
한화손해보험,687592710,55943,12290.95,0.604,하락,5870,3545,2018/12
한화수성스팩,9102000,0,0,1.032,상승,2055,2120,2018/12
한화에스비아이스팩,n/a
한화에어로스페이스,1714718000,44532,38505.3,1.015,상승,32400,32900,2018/12
한화에이스스팩3호,6344800,0,0,1.103,상승,2080,2295,2018/12
한화에이스스팩4호,7147275,0,0,1.046,상승,2045,2140,2018/12
한화케미칼,3229578000,90460,35701.72,1.015,상승,20350,20650,2018/12
한화투자증권,348334860,3182,109470.41,1.095,상승,2055,2250,2018/12
해덕파워웨이,81065600,376,215600.0,1.0,보합,1100,1100,2018/12
해마로푸드서비스,194838350,2845,68484.48,1.158,상승,2115,2450,2018/12
해성디에스,209950000,3633,57789.71,1.062,상승,13000,13800,2018/12
해성산업,100245000,149,672785.23,1.019,상승,10400,10600,2018/12
해성옵틱스,38382448,2040,18814.93,1.212,상승,2087,2530,2018/12
해태제과식품,267002890,7254,36807.68,0.957,하락,9220,8820,2018/12
핸디소프트,60574400,420,144224.76,0.538,하락,7120,3830,2018/12
핸즈코퍼레이션,137518270,6009,22885.38,1.022,상승,6290,6430,2018/12
헝셩그룹,89200000,2004,44510.98,0.983,하락,1155,1135,2018/12
헬릭스미스,4071253180,53,76816097.74,0.716,하락,254075,182000,2018/12
현대건설,5913003600,167309,35341.81,0.818,하락,56500,46200,2018/12
현대건설기계,833352300,32339,25769.27,0.839,하락,43300,36350,2018/12
현대공업,39270400,1586,24760.66,1.208,상승,2595,3135,2018/12
현대그린푸드,1397167200,32517,42967.28,0.937,하락,14200,13300,2018/12
현대글로비스,4706250000,168656,27904.43,1.195,상승,128500,153500,2018/12
현대로템,2273750000,24119,94272.15,0.658,하락,28350,18650,2018/12
현대리바트,406593000,13517,30080.12,0.862,하락,19950,17200,2018/12
현대모비스,18008640000,351492,51234.85,1.213,상승,190500,231000,2018/12
현대미포조선,2348589600,24030,97735.73,0.775,하락,59500,46100,2018/12
현대바이오,185791690,319,582419.09,2.573,상승,5480,14100,2018/12
현대백화점,2052355400,18622,110211.33,0.863,하락,90400,78000,2018/12
현대비앤지스틸,134504680,7127,18872.55,1.011,상승,9100,9200,2018/12
현대사료,119310000,1048,113845.42,0.804,하락,20400,16400,2018/12
현대상선,1176772500,52221,22534.47,0.929,하락,3745,3480,2018/12
현대약품,n/a
현대에이치씨엔,465053240,2897,160529.25,0.944,하락,4040,3815,2018/12
현대엘리베이터,2810853000,18772,149736.47,0.764,하락,111000,84800,2018/12
현대위아,968142000,78805,12285.29,1.375,상승,36100,49650,2018/12
현대일렉트릭,447854000,19404,23080.5,0.714,하락,22350,15950,2018/12
현대자동차,24358152000,968126,25160.11,1.14,상승,117500,134000,2018/12
현대정보기술,105082805,1497,70195.59,1.048,상승,1770,1855,2018/12
현대제철,5871624000,207804,28255.59,0.862,하락,45250,39000,2018/12
현대종합상사,357183000,47140,7577.07,0.734,하락,29000,21300,2018/12
현대중공업,8882011500,131199,67698.77,0.849,하락,129500,110000,2018/12
현대중공업지주,5496862500,272566,20167.09,0.945,하락,348000,329000,2018/12
현대차증권,246430800,2179,113093.53,1.167,상승,8610,10050,2018/12
현대코퍼레이션홀딩스,142885700,1654,86387.97,0.799,하락,16200,12950,2018/12
현대통신,90562500,1273,71141.01,0.854,하락,10900,9310,2018/12
현대해상,3562590000,129940,27417.19,0.652,하락,40750,26550,2018/12
현대홈쇼핑,1198800000,10177,117795.03,1.025,상승,98500,101000,2018/12
현성바이탈,71370750,95,751271.05,0.903,하락,2270,2050,2018/12
현우산업,45384890,1478,30706.96,1.099,상승,3180,3495,2018/12
현진소재,46647500,1212,38488.04,1.213,상승,2140,2595,2018/12
형지I&C,26606948,1088,24454.92,0.99,하락,689,682,2018/12
형지엘리트,37352250,1662,22474.28,0.859,하락,1875,1610,2018/06
혜인,65217690,2167,30095.84,0.913,하락,5470,4995,2018/12
호전실업,73760000,3133,23542.93,1.305,상승,9350,12200,2018/12
호텔신라,2869028800,47137,60865.75,1.054,상승,77700,81900,2018/12
홈센타홀딩스,111577750,2390,46685.25,0.909,하락,1320,1200,2018/12
홈캐스트,147510460,343,430059.65,0.99,하락,4700,4655,2018/12
화성밸브,99604098,662,150459.36,0.705,하락,10663,7520,2018/12
화성산업,176181650,4752,37075.26,0.917,하락,14500,13300,2018/12
화승알앤에이,131704440,15281,8618.84,0.978,하락,2085,2040,2018/12
화승엔터프라이즈,588419640,8792,66926.71,1.295,상승,10500,13600,2018/12
화승인더스트리,336898800,11119,30299.38,1.363,상승,6830,9310,2018/12
화신,79093800,10758,7352.09,1.079,상승,2400,2590,2018/12
화신정공,42557580,2119,20083.8,0.987,하락,1165,1150,2018/12
화신테크,50440000,259,194749.03,0.558,하락,5370,2995,2018/12
화이브라더스코리아,80831725,273,296086.9,0.954,하락,2935,2800,2018/12
화인베스틸,78307500,1451,53967.95,1.13,상승,2660,3005,2018/12
화일약품,91798070,1021,89909.96,0.954,하락,6530,6230,2018/12
화진,73559340,796,92411.23,1.0,보합,3060,3060,2018/12
화천기계,39710000,1807,21975.65,1.944,상승,1800,3500,2018/12
화천기공,89760000,2156,41632.65,1.088,상승,41100,44700,2018/12
환인제약,352470000,1547,227840.98,0.898,하락,19050,17100,2018/12
황금에스티,107100000,2448,43750.0,1.057,상승,7890,8340,2018/12
효성,1010354450,29910,33779.82,1.565,상승,50100,78400,2018/12
효성 ITX,117891600,4021,29318.98,0.933,하락,10400,9700,2018/12
효성오앤비,68769000,302,227711.92,0.942,하락,8400,7910,2018/06
효성중공업,391650000,21805,17961.48,0.708,하락,41450,29350,2018/12
효성첨단소재,459200000,17675,25980.2,1.268,상승,102500,130000,2018/12
효성티앤씨,800680000,33591,23836.15,0.788,하락,184000,145000,2018/12
효성화학,460955000,11168,41274.62,1.135,상승,140500,159500,2018/12
후성,656583630,2749,238844.54,1.487,상승,7500,11150,2018/12
휘닉스소재,43211875,149,290012.58,1.118,상승,634,709,2018/12
휠라코리아,3122976500,29546,105698.79,1.311,상승,53300,69900,2018/12
휴네시온,33868200,161,210361.49,2.316,상승,3635,8420,2018/12
휴니드테크놀러지스,110245960,2613,42191.34,0.942,하락,7970,7510,2018/12
휴림로봇,71624950,307,233306.03,1.01,상승,1030,1040,2018/12
휴마시스,37436070,97,385938.87,1.226,상승,1370,1680,2018/12
휴맥스,127450960,14748,8641.91,1.033,상승,5390,5570,2018/12
휴맥스홀딩스,35658630,31,1150278.39,1.264,상승,2900,3665,2018/12
휴메딕스,267222800,648,412380.86,0.843,하락,27700,23350,2018/12
휴비스,256680000,12625,20331.09,0.944,하락,7520,7100,2018/12
휴비츠,95658150,789,121239.73,1.171,상승,8120,9510,2018/12
휴스틸,86652500,5888,14716.8,0.97, 하락,11850,11500,2018/12
휴온스,610912000,3286,185913.57,0.756,하락,72100,54500,2018/12
휴온스글로벌,453221500,3787,119678.24,0.796,하락,44450,35400,2018/12
휴젤,1615946400,1824,885935.53,0.952,하락,378500,360400,2018/12
휴켐스,956568600,7629,125385.84,0.94,하락,24050,22600,2018/12
흥구석유,40125000,1662,24142.6,2.096,상승,2710,5680,2018/12
흥국,84535780,1180,71640.49,0.971,하락,6800,6600,2018/12
흥국에프엔비,47716500,477,100034.59,1.335,상승,6500,8680,2018/12
흥국화재,308045185,30638,10054.35,0.861,하락,4830,4160,2018/12
흥아해운,65077040,7539,8632.05,0.736,하락,781,575,2018/12
희림,63901980,1695,37700.28,0.915,하락,4640,4245,2018/12
풍강,32403120,790,41016.61,1.0,보합,3300,3300,2018/08
