순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1105,227840,현대코퍼레이션홀딩스,11250,-250,-2.2,28469,315112100,11150,11400,10950,102384405000,0.01,9100836,,,
1106,264900,크라운제과,8170,-130,-1.6,30390,248814100,8280,8300,8150,102319854500,0.01,12523850,,,
1107,058430,포스코강판,17050,-250,-1.4,3432,57989250,17000,17200,16500,102300000000,0.01,6000000,,,
1108,217600,켐온,1600,-70,-4.2,1611341,2627681560,1650,1665,1600,102178144000,0.01,63861340,,,
1109,198440,고려시멘트,3195,175,5.8,39727376,136776619670,2950,3740,2905,102175972200,0.01,31979960,,,
1110,200780,비씨월드제약,12750,-50,-0.4,10097,127668550,12650,12750,12550,102106054500,0.01,8008318,,,
1111,027390,한화갤러리아타임월드,17000,-350,-2.0,6917,116171000,17050,17300,16550,102002227000,0.01,6000131,,,
1112,289010,아이스크림에듀,8070,-360,-4.3,30733,250767120,8260,8430,8070,101983583970,0.01,12637371,,,
1113,014580,백광소재,3695,-110,-2.9,5194337,20120208545,3725,4045,3670,101919554500,0.01,27583100,,,
1114,048870,시너지이노베이션,1630,20,1.2,126598,201625940,1600,1700,1550,101828864480,0.01,62471696,,,
1115,042040,케이피엠테크,1100,-175,-13.7,4910972,5698372865,1235,1245,1090,101610791700,0.01,92373447,,,
1116,035610,솔본,3715,-95,-2.5,29622,109663960,3730,3735,3670,101590378855,0.01,27345997,,,
1117,126880,제이엔케이히터,4905,-135,-2.7,310294,1530213610,4980,5010,4850,101506777560,0.01,20694552,,,
1118,033830,티비씨,1015,-25,-2.4,470031,476601390,1025,1045,1000,101500000000,0.01,100000000,,,
1119,014100,보령메디앙스,8600,-410,-4.6,221890,1964945160,8960,9110,8600,101480000000,0.01,11800000,,,
1120,065060,지엔코,1035,-30,-2.8,423852,442471810,1065,1065,1025,101438325540,0.01,98008044,,,
1121,004450,삼화왕관,47050,900,2.0,147,6822050,47150,47200,45500,101363531950,0.01,2154379,,,
1122,004870,티웨이홀딩스,1320,-70,-5.0,378391,501636550,1335,1370,1310,101218728600,0.01,76680855,,,
1123,016100,리더스코스메틱,5560,-240,-4.1,98638,550200400,5680,5690,5500,101122021840,0.01,18187414,,,
1124,020710,시공테크,5040,-10,-0.2,27576,140029000,5050,5330,4965,101041768800,0.01,20047970,,,
1125,103590,일진전기,2720,45,1.7,65207,176476050,2735,2750,2675,100858660800,0.01,37080390,,,
1126,006580,대양제지,3750,-80,-2.1,93843,348904940,3755,3765,3650,100687500000,0.01,26850000,,,
1127,214610,미코바이오메드,8240,50,0.6,7,57230,8200,8400,7800,100520715840,0.01,12199116,,,
1128,064800,필링크,1570,80,5.4,7676225,11451788675,1480,1570,1420,100493622890,0.01,64008677,,,
1129,038460,바이오스마트,5020,-80,-1.6,150463,751905600,5020,5080,4940,100473261880,0.01,20014594,,,
1130,211270,AP위성,6680,-190,-2.8,3918,26267830,6800,6880,6560,100298890720,0.01,15014804,,,
1131,241790,오션브릿지,10500,-450,-4.1,91069,972804100,10750,10950,10500,100001076000,0.01,9523912,,,
1132,109960,에이프로젠 H&G,559,2,0.4,102134,56338710,552,565,539,99890626303,0.01,178695217,,,
1133,002880,대유에이텍,933,-22,-2.3,378591,355640750,926,975,920,99752615871,0.01,106915987,,,
1134,290720,푸드나무,14650,-1050,-6.7,44336,658661950,15450,15450,14650,99708398100,0.01,6806034,,,
1135,005110,한창,2865,-105,-3.5,1613103,4608566120,2855,2900,2830,99674120685,0.01,34790269,,,
1136,012160,영흥철강,1160,-5,-0.4,204490,234112280,1165,1170,1125,99558750440,0.01,85826509,,,
1137,033530,세종공업,4410,-75,-1.7,46821,206754950,4475,4500,4375,99464956920,0.01,22554412,,,
1138,001840,이화공영,5020,-20,-0.4,74939,371959035,4970,5060,4900,99424915200,0.01,19805760,,,
1139,144620,코오롱머티리얼,1445,-65,-4.3,103533,150101535,1485,1495,1430,99211727575,0.01,68658635,,,
1140,060590,씨티씨바이오,5130,-120,-2.3,43823,222659970,5120,5220,5020,99062977860,0.01,19310522,,,
1141,005800,신영와코루,110000,-1000,-0.9,26,2864000,110000,111500,110000,99000000000,0.01,900000,,,
1142,900260,로스웰,698,-17,-2.4,1948668,1361398343,705,705,683,98963312500,0.01,141781250,,,
1143,035620,바른손이앤에이,1400,-140,-9.1,989994,1436650580,1480,1495,1400,98857189200,0.01,70612278,,,
1144,083310,엘오티베큠,7440,-160,-2.1,60756,450995700,7460,7650,7310,98641424640,0.01,13258256,,,
1145,039340,한국경제TV,4285,-270,-5.9,178811,768465775,4510,4510,4225,98555000000,0.01,23000000,,,
1146,014280,금강공업,4030,30,0.8,64839,257230650,3990,4035,3895,98419527570,0.01,24421719,,,
1147,137940,넥스트아이,1275,-45,-3.4,352140,448033080,1285,1295,1250,98323120575,0.01,77116173,,,
1148,215100,로보로보,5520,-140,-2.5,2065193,11264026100,5450,5580,5310,98247466080,0.01,17798454,,,
1149,013310,아진산업,2900,-110,-3.6,2043859,5939185995,2985,2995,2850,98096826800,0.01,33826492,,,
1150,120240,대정화금,13800,-600,-4.2,174047,2422632700,13950,14150,13750,97985395800,0.01,7100391,,,
1151,263770,유에스티,4125,-40,-1.0,78355,316761445,3970,4155,3970,97763209500,0.01,23700172,,,
1152,001570,금양,2215,20,0.9,22868,50059735,2205,2220,2130,97566619025,0.01,44048135,,,
1153,063170,서울옥션,5750,-200,-3.4,55092,314869920,5880,5880,5620,97275625000,0.01,16917500,,,
1154,950140,잉글우드랩,4895,-105,-2.1,75327,366893145,5170,5170,4760,97253204070,0.01,19867866,,,
1155,025750,한솔홈데코,1205,-5,-0.4,340222,406188035,1180,1205,1170,97081004545,0.01,80565149,,,
1156,056080,유진로봇,2585,-150,-5.5,95767,250324915,2630,2680,2560,96968912920,0.01,37512152,,,
1157,034940,조아제약,3425,-40,-1.2,82489,279033205,3405,3450,3340,96962541175,0.01,28310231,,,
1158,033100,제룡전기,6020,-120,-2.0,118196,709952550,5970,6100,5740,96695702180,0.01,16062409,,,
1159,003160,디아이,3065,-75,-2.4,67984,207449685,3100,3100,3025,96537646025,0.01,31496785,,,
1160,173940,에프엔씨엔터,6720,40,0.6,28099,183949350,6500,6800,6450,96531993600,0.01,14364880,,,
1161,000040,KR모터스,509,9,1.8,3196712,1653855610,498,547,493,96427034175,0.01,189444075,,,
1162,019010,베뉴지,2000,55,2.8,103070,201476025,1905,2025,1890,96400000000,0.01,48200000,,,
1163,100090,삼강엠앤티,3500,-55,-1.6,38286,134252515,3560,3560,3495,96374344500,0.01,27535527,,,
1164,013870,지엠비코리아,5050,-150,-2.9,50343,254520885,5130,5130,4985,96315014000,0.01,19072280,,,
1165,005870,휴니드,6820,-110,-1.6,23431,163560260,6850,7150,6770,96271222300,0.01,14116015,,,
1166,009300,삼아제약,15100,100,0.7,6133,91829150,14950,15100,14800,96187000000,0.01,6370000,,,
1167,004540,깨끗한나라,2580,-110,-4.1,612401,1601430190,2690,2720,2565,96080987940,0.01,37240693,,,
1168,290380,대유,10600,-200,-1.8,30175,319716500,10550,10750,10300,95955440000,0.01,9052400,,,
1169,014710,사조씨푸드,5570,180,3.3,5942653,34929905770,5340,6280,5110,95907284510,0.01,17218543,,,
1170,148250,알엔투테크놀로지,14050,50,0.4,63814,893044100,13800,14300,13600,95888482150,0.01,6824803,,,
1171,160550,NEW,3435,-205,-5.6,173584,598429105,3560,3575,3395,95857474110,0.01,27906106,,,
1172,090850,이지웰페어,8790,220,2.6,27143,229906820,8570,8790,8350,95820669000,0.01,10901100,,,
1173,093920,서원인텍,5150,-20,-0.4,15805,81145270,5160,5180,5100,95790000000,0.01,18600000,,,
1174,046120,오르비텍,4025,10,0.2,418045,1668510810,3900,4090,3895,95757056325,0.01,23790573,,,
1175,009780,엠에스씨,5440,-10,-0.2,185852,1021423600,5540,5650,5290,95744000000,0.01,17600000,,,
1176,104460,동양피엔에프,8930,-330,-3.6,65544,584586400,9080,9200,8780,95672671250,0.01,10713625,,,
1177,220260,켐트로스,3975,-155,-3.8,9147091,38691978230,4090,4430,3950,95579503050,0.01,24045158,,,
1178,017180,명문제약,3885,-160,-4.0,165849,649671775,3995,4025,3880,95337900000,0.01,24540000,,,
1179,227610,아우딘퓨쳐스,9530,-470,-4.7,32513,312396720,9940,10000,9460,95300000000,0.01,10000000,,,
1180,082740,HSD엔진,2890,-50,-1.7,108626,310806840,2900,2935,2830,95217240380,0.01,32947142,,,
1181,079960,동양이엔피,12100,400,3.4,177548,2126401100,11800,12200,11500,95106000000,0.01,7860000,,,
1182,019660,글로본,3265,-70,-2.1,99412,314326405,3190,3280,3025,94956439040,0.01,29083136,,,
1183,016880,웅진,1280,-45,-3.4,201737,258287265,1325,1325,1265,94933335040,0.01,74166668,,,
1184,012200,계양전기,2910,-110,-3.6,121025,352356875,2985,2985,2880,94866000000,0.01,32600000,,,
1185,055490,테이팩스,20100,-50,-0.2,10110,201124700,20150,20150,19500,94824765000,0.01,4717650,,,
1186,091590,남화토건,8050,90,1.1,140160,1133537020,7950,8490,7850,94507000000,0.01,11740000,,,
1187,257370,명성티엔에스,14800,-400,-2.6,142374,2132551450,14950,15450,14700,94276000000,0.01,6370000,,,
1188,900300,오가닉티코스메틱,1655,-55,-3.2,296058,489856995,1680,1700,1635,94210875000,0.01,56925000,,,
1189,107590,미원홀딩스,40400,-550,-1.3,480,19638000,40950,41450,40400,94203669600,0.01,2331774,,,
1190,009320,대우부품,1965,-25,-1.3,214997,420850535,1970,1990,1900,93625126875,0.01,47646375,,,
1191,205100,엑셈,2760,55,2.0,200806,540891910,2650,2765,2620,93515073480,0.01,33882273,,,
1192,000650,천일고속,65400,1000,1.6,367,23804300,64500,66800,63900,93470988000,0.01,1429220,,,
1193,111110,호전실업,11650,150,1.3,2820,33982700,11500,12500,11300,93200000000,0.01,8000000,,,
1194,003080,성보화학,4650,-25,-0.5,12702,58569425,4670,4670,4600,93093000000,0.01,20020000,,,
1195,002630,오리엔트바이오,407,-9,-2.2,719706,293034587,415,415,403,93013787328,0.01,228535104,,,
1196,001550,조비,17900,-850,-4.5,33258,601754350,18250,18500,17900,92941078100,0.01,5192239,,,
1197,171010,램테크놀러지,8010,-260,-3.1,873760,7061687110,8120,8250,7960,92687955300,0.01,11571530,,,
1198,004440,대림씨엔에스,7270,0,0.0,4871,34980770,7110,7310,7110,92561254690,0.01,12731947,,,
1199,216280,원텍,22900,0,0.0,262,5999800,22900,22900,22900,92516000000,0.01,4040000,,,
1200,009730,코센,1315,-50,-3.7,365763,483696505,1350,1355,1305,92419178360,0.01,70280744,,,
1201,067310,하나마이크론,3640,-70,-1.9,83736,304930460,3610,3700,3610,92349100480,0.01,25370632,,,
1202,017370,우신시스템,5040,-80,-1.6,9061,44806195,4915,5060,4855,92302832160,0.01,18314054,,,
1203,087730,에스모 머티리얼즈,5250,-430,-7.6,301837,1633735140,5570,5670,5200,92288096250,0.01,17578685,,,
1204,001750,한양증권,7250,180,2.6,38485,278412220,7180,7320,7180,92281871500,0.01,12728534,,,
1205,086960,한컴MDS,10450,-850,-7.5,86240,915079550,11000,11100,10400,92258953600,0.01,8828608,,,
1206,058730,다스코,5990,-50,-0.8,60670,362267270,5910,6080,5880,92246000000,0.01,15400000,,,
1207,104200,NHN벅스,6220,-90,-1.4,10183,62644350,6300,6300,6110,92227361000,0.01,14827550,,,
1208,026040,제이에스티나,5580,-160,-2.8,168950,940662510,5550,5700,5490,92091148200,0.01,16503790,,,
1209,053690,한미글로벌,8400,-280,-3.2,45567,382906780,8540,8550,8330,92043420000,0.01,10957550,,,
1210,001045,CJ우,40600,-1350,-3.2,23141,942774200,41400,41400,40450,91765053800,0.01,2260223,,,
1211,027710,팜스토리,1035,64,6.6,1612697,1610589426,980,1035,958,91439591085,0.01,88347431,,,
1212,003610,방림,2160,30,1.4,36271,77357495,2050,2160,2050,91398434400,0.01,42314090,,,
1213,004080,신흥,9500,0,0.0,645,6100450,9500,9500,9440,91200000000,0.01,9600000,,,
1214,002300,한국제지,18200,500,2.8,10036,181340850,18200,18250,17700,91090071800,0.01,5004949,,,
1215,032790,엠젠플러스,5330,-110,-2.0,258479,1344065710,5300,5330,5110,90970409270,0.01,17067619,,,
1216,009070,KCTC,3030,-55,-1.8,51337,154328445,3065,3065,2955,90900000000,0.01,30000000,,,
1217,002600,조흥,151500,0,0.0,174,25734000,150000,151500,146500,90900000000,0.01,600000,,,
1218,289080,SV인베스트먼트,1705,-45,-2.6,313525,545687865,1720,1735,1690,90763970000,0.01,53234000,,,
1219,133820,화인베스틸,3065,-125,-3.9,154293,481959890,3155,3210,3065,90570750000,0.01,29550000,,,
1220,139670,키네마스터,12900,0,0.0,45490,586689450,12900,13250,12300,90518151900,0.01,7016911,,,
1221,034810,해성산업,9230,50,0.5,5432,49994260,9200,9330,9100,90269400000,0.01,9780000,,,
1222,060560,홈센타홀딩스,1060,-20,-1.8,76782,81328300,1065,1080,1040,90219798020,0.01,85113017,,,
1223,024880,케이피에프,5170,225,4.6,1719673,8783030450,4990,5340,4790,89988787350,0.01,17405955,,,
1224,088910,동우팜투테이블,3480,-55,-1.6,97497,338709610,3520,3520,3435,89894538720,0.01,25831764,,,
1225,006980,우성사료,2905,-5,-0.2,773757,2267033670,2980,3030,2855,89764500000,0.01,30900000,,,
1226,010820,퍼스텍,1915,-30,-1.5,231394,449709470,2025,2025,1900,89554668600,0.01,46764840,,,
1227,010690,화신,2560,70,2.8,48755,126941900,2440,2660,2440,89396249600,0.01,34920410,,,
1228,005190,동성화학,16750,-500,-2.9,29428,492825450,17250,17250,16450,89370697000,0.01,5335564,,,
1229,066590,우수AMS,3615,-15,-0.4,9076199,37141851115,3600,4460,3565,89269905345,0.01,24694303,,,
1230,096630,에스코넥,1365,-50,-3.5,248227,337719255,1410,1410,1340,89087713260,0.01,65265724,,,
1231,033130,디지틀조선,2395,-100,-4.0,224886,542346550,2445,2490,2370,88891064465,0.01,37115267,,,
1232,011785,금호석유우,29400,-750,-2.5,12403,364890350,29600,29750,29150,88890488400,0.01,3023486,,,
1233,100030,모바일리더,27050,-1950,-6.7,75606,2072288350,28500,28650,26900,88824463700,0.01,3283714,,,
1234,007590,동방아그로,6520,-130,-2.0,5964,38781740,6600,6600,6470,88786602040,0.01,13617577,,,
1235,023450,동남합성,24500,350,1.4,319,7815850,24450,24600,24150,88733806000,0.01,3621788,,,
1236,078940,코드네이처,1490,0,0.0,0,0,0,0,0,88693164860,0.01,59525614,,,
1237,033320,제이씨현시스템,4630,-145,-3.0,1212397,5510911375,4570,4690,4460,88499820160,0.01,19114432,,,
1238,017040,광명전기,2040,-40,-1.9,165597,337246865,2020,2075,2005,88408734600,0.01,43337615,,,
1239,079190,EMW,2780,0,0.0,0,0,0,0,0,88360067660,0.01,31784197,,,
1240,137400,피엔티,4980,365,7.9,3466142,17513637535,4710,5350,4705,88292546460,0.01,17729427,,,
1241,053350,이니텍,4460,-95,-2.1,30596,136188425,4540,4555,4400,88267485360,0.01,19790916,,,
1242,065170,넥스트BT,1425,-50,-3.4,383642,540702190,1455,1455,1390,88216085625,0.01,61906025,,,
1243,180060,탑선,11000,100,0.9,35845,370864750,10500,11000,10000,88073326000,0.01,8006666,,,
1244,052420,오성첨단소재,1575,115,7.9,17298743,29430008010,1415,1830,1400,87997954275,0.01,55871717,,,
1245,002900,동양물산,1345,-40,-2.9,1081082,1456373400,1345,1370,1335,87948070500,0.01,65388900,,,
1246,238200,비피도,21500,-350,-1.6,9764,209142850,21450,21750,21150,87935000000,0.01,4090000,,,
1247,000300,대유플러스,835,-4,-0.5,217674,180654776,818,842,815,87934651600,0.01,105310960,,,
1248,145210,세화아이엠씨,2990,0,0.0,0,0,0,0,0,87912180330,0.01,29402067,,,
1249,046210,파나진,2735,-30,-1.1,31984,87450445,2750,2765,2680,87893765100,0.01,32136660,,,
1250,033540,파라텍,5170,140,2.8,778862,4093402980,5090,5570,5000,87805677300,0.01,16983690,,,
1251,009440,KC그린홀딩스,3910,45,1.2,44534,170897945,3805,3915,3780,87720771800,0.01,22434980,,,
1252,000850,화천기공,39800,-450,-1.1,6296,251123350,40050,40200,39500,87560000000,0.01,2200000,,,
1253,090740,연이정보통신,5460,110,2.1,104601,564582040,5330,5460,5240,87360000000,0.01,16000000,,,
1254,049630,재영솔루텍,1200,-75,-5.9,1129144,1365668850,1225,1230,1175,87353900400,0.01,72794917,,,
1255,288620,에스퓨얼셀,15200,-500,-3.2,27298,417012700,15600,15650,15150,87313603200,0.01,5744316,,,
1256,290740,액트로,8680,-290,-3.2,144859,1256439100,8770,8890,8560,86921615480,0.01,10014011,,,
1257,900270,헝셩그룹,1085,0,0.0,3715686,4097780545,1085,1145,1070,86800000000,0.01,80000000,,,
1258,092070,디엔에프,8060,-340,-4.0,911011,7383397250,8240,8310,7960,86740333680,0.01,10761828,,,
1259,008250,이건산업,7910,-200,-2.5,46137,367541390,7920,8060,7860,86635342850,0.01,10952635,,,
1260,134380,미원화학,39550,-150,-0.4,578,22894850,39500,40150,39500,86610703200,0.01,2189904,,,
1261,217620,디딤,2340,-35,-1.5,40622,94121865,2375,2395,2290,86584457700,0.01,37001905,,,
1262,075180,새론오토모티브,4500,-150,-3.2,9618,43565600,4650,4650,4500,86400000000,0.01,19200000,,,
1263,234070,에이원알폼,24450,-450,-1.8,31,660450,21200,24450,21200,86389820700,0.01,3533326,,,
1264,290120,대유에이피,7920,380,5.0,252887,1958408370,7390,8100,7270,86201280000,0.01,10884000,,,
1265,140610,엔솔바이오사이언스,10000,0,0.0,889,8633700,10000,10000,9710,86175300000,0.01,8617530,,,
1266,085310,엔케이,1075,-20,-1.8,186216,199476320,1080,1090,1060,85982103400,0.01,79983352,,,
1267,117670,알파홀딩스,6020,-230,-3.7,97178,585895830,6200,6200,5940,85898826160,0.01,14268908,,,
1268,214330,금호에이치티,3730,-20,-0.5,55384,203243685,3755,3755,3625,85885920680,0.01,23025716,,,
1269,046070,코다코,2195,0,0.0,0,0,0,0,0,85746041920,0.01,39064256,,,
1270,176750,듀켐바이오,9670,-30,-0.3,210,2032700,9680,9680,9670,85663503290,0.01,8858687,,,
1271,041440,에버다임,4780,-70,-1.4,15638,74132070,4715,4800,4700,85638212320,0.01,17915944,,,
1272,054940,엑사이엔씨,2580,-10,-0.4,11482129,30223216775,2590,2720,2495,85587753840,0.01,33173548,,,
1273,036120,SCI평가정보,2410,65,2.8,2773631,6728364125,2355,2535,2345,85555000000,0.01,35500000,,,
1274,050540,한국코퍼레이션,2205,-15,-0.7,305610,664622540,2220,2290,2140,85522232565,0.01,38785593,,,
1275,200470,하이셈,4860,-340,-6.5,134317,661748385,5100,5100,4860,85310884800,0.01,17553680,,,
1276,011560,세보엠이씨,8100,-250,-3.0,26206,212182200,8350,8400,8000,85293000000,0.01,10530000,,,
1277,032820,우리기술,890,-29,-3.2,834929,747950302,897,918,880,85110847740,0.01,95630166,,,
1278,105550,트루윈,7700,-530,-6.4,82265,652974950,8230,8230,7700,85034318600,0.01,11043418,,,
1279,065560,녹원씨엔아이,5500,0,0.0,0,0,0,0,0,84980109500,0.01,15450929,,,
1280,259630,엠플러스,16600,-50,-0.3,12789,211433400,16400,16750,16200,84857374000,0.01,5111890,,,
1281,174880,장원테크,2805,130,4.9,7553597,23733933475,2740,3390,2705,84781125000,0.01,30225000,,,
1282,105840,우진,4355,-95,-2.1,102786,448074105,4400,4425,4270,84710394080,0.01,19451296,,,
1283,071460,위니아딤채,2355,15,0.6,105071,246294530,2305,2385,2295,84702979725,0.01,35967295,,,
1284,002800,신신제약,5580,-100,-1.8,41175,226902090,5600,5650,5370,84651390000,0.01,15170500,,,
1285,080220,제주반도체,2955,-40,-1.3,130900,382710890,2970,2970,2900,84609078870,0.01,28632514,,,
1286,058850,KTcs,1980,-50,-2.5,162943,322063640,2015,2015,1960,84516300000,0.01,42685000,,,
1287,033170,시그네틱스,982,-28,-2.8,1287490,1270264186,998,1010,976,84185209258,0.01,85728319,,,
1288,003480,한진중공업홀딩스,2850,-50,-1.7,14184,40886100,2900,2940,2840,84159964200,0.01,29529812,,,
1289,001140,카리스국보,5000,380,8.2,3719971,18356890670,4570,5370,4305,84115200000,0.01,16823040,,,
1290,187220,디티앤씨,7680,-410,-5.1,94521,737408760,7900,8090,7680,84107573760,0.01,10951507,,,
1291,003580,넥스트사이언스,3580,40,1.1,153306,535455480,3500,3590,3435,84060687620,0.01,23480639,,,
1292,083930,아바코,5250,-40,-0.8,193539,1015684390,5210,5320,5170,83981651250,0.01,15996505,,,
1293,042510,라온시큐어,2640,-75,-2.8,327681,876940170,2670,2745,2635,83977375680,0.01,31809612,,,
1294,099750,이지케어텍,13150,-350,-2.6,21994,288321600,13200,13350,12900,83975900000,0.01,6386000,,,
1295,140070,서플러스글로벌,2270,85,3.9,103073,227553155,2180,2290,2135,83962760000,0.01,36988000,,,
1296,185490,아이진,7590,-370,-4.6,38985,298161260,7800,7900,7570,83836172310,0.01,11045609,,,
1297,053450,세코닉스,7100,110,1.6,367039,2614379450,6880,7390,6770,83803295100,0.01,11803281,,,
1298,035290,더블유에프엠,3260,-280,-7.9,787751,2747868805,3730,3830,3240,83786479240,0.01,25701374,,,
1299,192250,케이사인,1295,-5,-0.4,517450,664499185,1275,1300,1265,83749277815,0.01,64671257,,,
1300,065680,우주일렉트로,8430,-70,-0.8,7505,63135600,8530,8530,8280,83745474600,0.01,9934220,,,
1301,108860,셀바스AI,3780,0,0.0,0,0,0,0,0,83371472100,0.01,22055945,,,
1302,067570,엔브이에이치코리아,2900,0,0.0,107412,308650160,2855,2925,2830,83294443800,0.01,28722222,,,
1303,226360,이엑스티,3075,170,5.8,618137,1912019715,2910,3400,2850,83094415050,0.01,27022574,,,
1304,002230,피에스텍,4210,30,0.7,7615,31770315,4115,4250,4110,82807513030,0.01,19669243,,,
1305,069410,엔텔스,12000,-300,-2.4,23138,273037600,11900,12150,11600,82790724000,0.01,6899227,,,
1306,036000,예림당,3590,-115,-3.1,102721,366210110,3605,3640,3500,82693054430,0.01,23034277,,,
1307,221840,하이즈항공,4670,-80,-1.7,12056,55983145,4740,4740,4615,82641099890,0.01,17696167,,,
1308,038060,루멘스,1745,-50,-2.8,98791,171586260,1780,1790,1710,82497988080,0.01,47276784,,,
1309,067000,조이시티,7000,170,2.5,51198,349505900,6730,7050,6630,82483765000,0.01,11783395,,,
1310,083660,CSA 코스믹,4170,0,0.0,0,0,0,0,0,82347662970,0.01,19747641,,,
1311,118990,모트렉스,3020,-20,-0.7,110109,329068495,3035,3045,2940,82296645900,0.01,27250545,,,
1312,001470,삼부토건,663,-24,-3.5,226258,150686604,685,687,650,82222379265,0.01,124015655,,,
1313,155650,와이엠씨,4100,-180,-4.2,172199,710967470,4155,4220,4095,81894867800,0.01,19974358,,,
1314,053700,삼보모터스,5120,-80,-1.5,59684,310385270,5140,5500,5040,81674521600,0.01,15952055,,,
1315,078140,대봉엘에스,7360,170,2.4,1048730,8022776260,7090,8330,6920,81597221440,0.01,11086579,,,
1316,094820,일진파워,5410,-360,-6.2,262842,1414752750,5600,5600,5330,81575815690,0.01,15078709,,,
1317,080000,에스엔유,2375,-100,-4.0,175605,421475400,2430,2480,2360,81516816250,0.01,34322870,,,
1318,053590,한국테크놀로지,1145,-65,-5.4,662006,767120810,1185,1195,1140,81506882250,0.01,71185050,,,
1319,229000,젠큐릭스,15100,-200,-1.3,292,4337600,14900,15100,14700,81430162600,0.01,5392726,,,
1320,088130,동아엘텍,7460,-340,-4.4,99671,745891960,7680,7680,7380,81414202720,0.01,10913432,,,
1321,019685,대교우B,4190,-40,-1.0,7691,32318860,4230,4230,4190,81399088100,0.01,19426990,,,
1322,131290,티에스이,7350,260,3.7,39440,287288790,7050,7420,7010,81301503150,0.01,11061429,,,
1323,170920,엘티씨,10800,0,0.0,50265,542583750,10650,11000,10600,81215384400,0.01,7519943,,,
1324,009770,삼정펄프,32450,100,0.3,968,31075300,32350,33150,31550,81124058950,0.01,2499971,,,
1325,021080,에이티넘인베스트,1690,-30,-1.7,233789,394741950,1700,1730,1655,81120000000,0.01,48000000,,,
1326,194480,데브시스터즈,7240,-170,-2.3,8804,62320700,7180,7300,6960,81119638800,0.01,11204370,,,
1327,102210,해덕파워웨이,1100,0,0.0,0,0,0,0,0,81066045500,0.01,73696405,,,
1328,234300,에스트래픽,6790,-180,-2.6,23945,162906650,6850,6860,6720,80944812200,0.01,11921180,,,
1329,006090,사조오양,8590,1230,16.7,6275448,54686806300,7200,9350,7080,80941328010,0.01,9422739,,,
1330,052860,아이앤씨,4630,70,1.5,294157,1358333455,4560,4750,4450,80925705020,0.01,17478554,,,
1331,056360,코위버,8260,230,2.9,288794,2398505760,7900,8480,7900,80921568000,0.01,9796800,,,
1332,021820,세원정공,8090,0,0.0,0,0,0,0,0,80900000000,0.01,10000000,,,
1333,109860,동일금속,11550,-150,-1.3,17638,203406200,11650,11750,11400,80850000000,0.01,7000000,,,
1334,086040,바이오톡스텍,5540,-210,-3.6,124770,685087730,5610,5640,5400,80815431420,0.01,14587623,,,
1335,092460,한라IMS,6880,0,0.0,9724,66127690,6880,6880,6710,80805448640,0.01,11744978,,,
1336,001380,SG충방,1795,-50,-2.7,168607,303250990,1805,1835,1765,80710636685,0.01,44964143,,,
1337,228340,동양파일,4035,-35,-0.9,75909,305676130,4025,4110,4000,80700000000,0.01,20000000,,,
1338,267790,배럴,10300,-100,-1.0,26022,266903250,10350,10450,10100,80526430000,0.01,7818100,,,
1339,134790,시디즈,40250,750,1.9,9377,357177500,37600,40900,36200,80500000000,0.01,2000000,,,
1340,003547,대신증권2우B,8050,-120,-1.5,30495,245486050,8170,8170,8010,80500000000,0.01,10000000,,,
1341,006910,보성파워텍,1755,-35,-2.0,216144,376155640,1730,1775,1650,80475031845,0.01,45854719,,,
1342,011000,진원생명과학,3670,-145,-3.8,67019,246248690,3755,3775,3625,80468996190,0.01,21926157,,,
1343,016740,두올,2970,-110,-3.6,208697,620939320,3040,3060,2945,80388039600,0.01,27066680,,,
1344,263700,케어랩스,12500,-600,-4.6,21474,270335750,13000,13100,12400,80315937500,0.01,6425275,,,
1345,096690,제이스테판,2075,85,4.3,3953167,8734782180,1960,2415,1960,80220861200,0.01,38660656,,,
1346,285490,노바텍,17300,-300,-1.7,92509,1614173950,17150,17850,17000,80043640000,0.01,4626800,,,
1347,122350,삼기오토모티브,2555,-45,-1.7,149500,375333620,2610,2610,2485,79976070895,0.01,31301789,,,
1348,094850,참좋은여행,5710,-200,-3.4,42367,242805290,5910,5910,5700,79940000000,0.01,14000000,,,
1349,018000,유니슨,854,-34,-3.8,514553,440801228,885,885,847,79934917524,0.01,93600606,,,
1350,112240,에스에프씨,1815,0,0.0,0,0,0,0,0,79827028710,0.01,43981834,,,
1351,126600,코프라,3775,-175,-4.4,416714,1597628340,3915,3995,3715,79711518350,0.01,21115634,,,
1352,007860,서연,3385,100,3.0,572226,2028117505,3345,3800,3345,79479271940,0.01,23479844,,,
1353,036260,이매진아시아,2220,0,0.0,0,0,0,0,0,79207637520,0.01,35679116,,,
1354,065950,웰크론,2910,5,0.2,197616,578189635,2890,2995,2880,79049891010,0.01,27164911,,,
1355,317830,에스피시스템스,9700,-3000,-23.6,6116318,71404678550,13750,14400,9650,79013290000,0.01,8145700,,,
1356,303030,지니틱스,2330,-90,-3.7,516395,1196449690,2360,2375,2275,78924381250,0.01,33873125,,,
1357,041650,상신브레이크,3675,-65,-1.7,68924,249344590,3690,3690,3570,78907578750,0.01,21471450,,,
1358,086080,다이노나,5140,570,12.5,3808,18101900,4790,5140,4400,78880912340,0.01,15346481,,,
