순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1359,100660,서암기계공업,6260,-200,-3.1,338576,2121314300,6340,6380,6200,78876000000,0.01,12600000,,,
1360,214680,디알텍,1625,10,0.6,726314,1147394020,1590,1625,1550,78861558750,0.01,48530190,,,
1361,242040,나무기술,2705,-125,-4.4,487663,1330223810,2765,2790,2700,78817803100,0.01,29137820,,,
1362,049480,오픈베이스,2500,-40,-1.6,498542,1259463840,2505,2585,2480,78555957500,0.01,31422383,,,
1363,040300,YTN,1870,-25,-1.3,23147,42941740,1885,1895,1835,78540000000,0.01,42000000,,,
1364,222420,쎄노텍,1950,-30,-1.5,130690,254646805,1960,1990,1920,78308441250,0.01,40158175,,,
1365,000910,유니온,5010,30,0.6,2042104,10270245320,4885,5170,4830,78214211190,0.01,15611619,,,
1366,101240,씨큐브,7700,-230,-2.9,38603,296655300,7850,7850,7610,78064016800,0.01,10138184,,,
1367,193250,와이제이엠게임즈,1710,-55,-3.1,530774,900178085,1760,1760,1660,78038577450,0.01,45636595,,,
1368,308100,까스텔바쟉,11800,-500,-4.1,125724,1522494800,12200,12500,11800,77841060000,0.01,6596700,,,
1369,260660,알리코제약,8070,-10,-0.1,30164,244985050,8080,8250,8000,77436290250,0.01,9595575,,,
1370,048770,TPC,6000,-440,-6.8,303349,1874941360,6350,6370,6000,77400000000,0.01,12900000,,,
1371,024060,흥구석유,5160,-310,-5.7,442872,2308375730,5340,5350,5150,77400000000,0.01,15000000,,,
1372,119650,KC코트렐,5950,-200,-3.2,105316,630588820,5930,6100,5850,77350000000,0.01,13000000,,,
1373,900310,컬러레이,1430,-90,-5.9,471470,689122700,1490,1520,1430,77220000000,0.01,54000000,,,
1374,015230,대창단조,38550,-50,-0.1,1933,74487350,38600,38900,38400,77100000000,0.01,2000000,,,
1375,005010,휴스틸,10100,-200,-1.9,10320,104547350,10100,10200,10100,76978846800,0.01,7621668,,,
1376,219420,링크제니시스,7690,-600,-7.2,615105,4856247480,8060,8190,7690,76900000000,0.01,10000000,,,
1377,094170,동운아나텍,5640,-120,-2.1,69539,388835700,5670,5700,5500,76808058000,0.01,13618450,,,
1378,069540,라이트론,5420,0,0.0,0,0,0,0,0,76790652140,0.01,14168017,,,
1379,140670,알에스오토메이션,8430,-180,-2.1,60676,506657520,8450,8450,8270,76739470200,0.01,9103140,,,
1380,044960,이글벳,6070,250,4.3,543760,3224247020,5790,6070,5750,76736229810,0.01,12641883,,,
1381,041920,메디아나,8850,-500,-5.4,275177,2467383810,9250,9270,8780,76556889600,0.01,8650496,,,
1382,073640,삼원테크,1380,-60,-4.2,735356,1011827545,1440,1440,1345,76446452400,0.01,55395980,,,
1383,057880,필로시스헬스케어,1690,-15,-0.9,143668,243792675,1655,1730,1630,76199132360,0.01,45088244,,,
1384,047080,한빛소프트,3075,-10,-0.3,48376,148079270,3060,3110,3025,76197995700,0.01,24779836,,,
1385,037330,인지디스플레,2140,-50,-2.3,784478,1695841175,2160,2205,2120,76190732440,0.01,35603146,,,
1386,095500,미래나노텍,3270,140,4.5,451542,1542521000,3100,3645,3050,76156772910,0.01,23289533,,,
1387,024950,삼천리자전거,5730,-160,-2.7,49325,280975550,5770,5840,5620,76057596210,0.01,13273577,,,
1388,258610,이더블유케이,10300,-550,-5.1,100732,1040979700,10550,10650,10100,76023723200,0.01,7380944,,,
1389,006340,대원전선,1115,-25,-2.2,221578,245688135,1110,1120,1095,75939495665,0.01,68107171,,,
1390,215790,이노인스트루먼트,3740,-110,-2.9,19896,74738540,3730,3895,3700,75858977260,0.01,20283149,,,
1391,084670,동양고속,26100,-200,-0.8,1173,30545850,25900,26300,25900,75574350900,0.01,2895569,,,
1392,010660,화천기계,3435,-330,-8.8,2984407,10796481305,3680,3835,3335,75570000000,0.01,22000000,,,
1393,156100,엘앤케이바이오,7010,0,0.0,0,0,0,0,0,75558939360,0.01,10778736,,,
1394,045890,GV,2000,-55,-2.7,825851,1662052345,2005,2075,1950,75355576000,0.01,37677788,,,
1395,012320,경동인베스트,31850,-1000,-3.0,5016,159575500,32600,32600,31550,75325982550,0.01,2365023,,,
1396,000157,두산2우B,76300,700,0.9,21,1590400,75600,76900,75000,75207765500,0.01,985685,,,
1397,041930,동아화성,4745,20,0.4,102682,486698770,4700,4810,4675,74971000000,0.01,15800000,,,
1398,078860,아이오케이,1885,-85,-4.3,112605,213259370,1985,1985,1855,74924352295,0.01,39747667,,,
1399,043200,파루,2145,-5,-0.2,79348,170293340,2150,2175,2125,74890858185,0.01,34914153,,,
1400,099440,스맥,2680,-95,-3.4,352064,967907080,2725,2860,2635,74879886080,0.01,27940256,,,
1401,019180,티에이치엔,4155,205,5.2,541847,2216708455,3990,4230,3950,74790000000,0.0,18000000,,,
1402,106190,하이텍팜,10550,-50,-0.5,7929,81929500,10350,10550,10200,74786650100,0.0,7088782,,,
1403,246710,티앤알바이오팹,8960,-350,-3.8,62308,556631260,9110,9230,8760,74720038400,0.0,8339290,,,
1404,009810,엔케이물산,894,54,6.4,3787930,3381319050,825,928,825,74719114632,0.0,83578428,,,
1405,160980,싸이맥스,7060,-160,-2.2,63011,442608980,7100,7210,6930,74668635640,0.0,10576294,,,
1406,051160,지어소프트,5120,0,0.0,126263,638211080,5100,5220,4895,74621721600,0.0,14574555,,,
1407,241840,에이스토리,8000,-900,-10.1,450819,3721616110,8760,8770,7970,74545920000,0.0,9318240,,,
1408,168330,내츄럴엔도텍,3605,-115,-3.1,145896,526424870,3635,3700,3560,74500288310,0.0,20665822,,,
1409,049080,기가레인,1425,-30,-2.1,315202,446074540,1420,1435,1390,74493471000,0.0,52276120,,,
1410,105740,디케이락,9000,-180,-2.0,44568,401276880,9160,9160,8900,74366208000,0.0,8262912,,,
1411,023800,인지컨트롤스,4900,-110,-2.2,57780,283047780,4900,4965,4845,74284627200,0.0,15160128,,,
1412,043290,케이맥,10400,-350,-3.3,12830,134383450,10550,10850,10350,74271922400,0.0,7141531,,,
1413,084180,수성,5820,0,0.0,0,0,0,0,0,74261413260,0.0,12759693,,,
1414,017550,수산중공업,1375,15,1.1,228124,311726050,1360,1395,1345,74229599125,0.0,53985163,,,
1415,204630,화이브라더스코리아,2590,0,0.0,35981,91506355,2490,2610,2490,74108900250,0.0,28613475,,,
1416,048910,대원미디어,5880,-190,-3.1,41716,244953010,6000,6000,5800,73964202480,0.0,12578946,,,
1417,302550,리메드,14200,-450,-3.1,100,1420000,14200,14200,14200,73910375200,0.0,5204956,,,
1418,131400,액트,4250,90,2.2,111228,458549260,4150,4250,4040,73808742750,0.0,17366763,,,
1419,224060,코디엠,505,-6,-1.2,352936,177959754,511,514,498,73799081475,0.0,146136795,,,
1420,037350,성도이엔지,4770,-190,-3.8,29847,142452285,4940,4940,4700,73791900000,0.0,15470000,,,
1421,061250,화일약품,5120,-180,-3.4,33627,172310040,5200,5200,5010,73784104960,0.0,14410958,,,
1422,016600,큐캐피탈,527,-15,-2.8,160797,85147132,534,540,521,73779115694,0.0,139998322,,,
1423,127160,매직마이크로,1235,-75,-5.7,7662740,10080554140,1305,1390,1210,73748805520,0.0,59715632,,,
1424,134780,화진,3060,0,0.0,0,0,0,0,0,73560710880,0.0,24039448,,,
1425,016790,현대사료,11900,-350,-2.9,25583,305904100,12100,12150,11750,73190783400,0.0,6150486,,,
1426,217500,러셀,2300,-45,-1.9,555024,1273020630,2280,2335,2250,73167600000,0.0,31812000,,,
1427,030350,드래곤플라이,4570,105,2.4,933307,4275184490,4380,4815,4300,73158803870,0.0,16008491,,,
1428,058860,KTis,2100,-40,-1.9,49066,102649170,2135,2135,2080,73084200000,0.0,34802000,,,
1429,050320,에이앤티앤,3220,0,0.0,0,0,0,0,0,72970870420,0.0,22661761,,,
1430,045660,에이텍,8830,-620,-6.6,373686,3351432980,9050,9180,8760,72935800000,0.0,8260000,,,
1431,163560,동일고무벨트,5460,-20,-0.4,3466,18759560,5620,5620,5370,72891000000,0.0,13350000,,,
1432,233250,메디안디노스틱,41700,0,0.0,0,0,0,0,0,72830467800,0.0,1746534,,,
1433,049720,고려신용정보,5090,-60,-1.2,45908,232832670,5150,5150,4985,72787000000,0.0,14300000,,,
1434,002200,수출포장,18150,-750,-4.0,22546,412302850,18850,18850,18100,72600000000,0.0,4000000,,,
1435,104620,노랑풍선,15200,-150,-1.0,6784,102930700,15100,15450,15000,72437880000,0.0,4765650,,,
1436,226610,한국비엔씨,12000,0,0.0,0,0,0,0,0,72345612000,0.0,6028801,,,
1437,122310,제노레이,15800,-550,-3.4,15080,240317050,15900,16300,15700,72320644800,0.0,4577256,,,
1438,006660,삼성공조,8890,-50,-0.6,5320,47275260,8880,8970,8740,72242931460,0.0,8126314,,,
1439,006140,피제이전자,4815,35,0.7,4526,21750450,4760,4850,4700,72225000000,0.0,15000000,,,
1440,066310,큐에스아이,8700,-40,-0.5,43701,380020610,8740,8830,8590,72020601000,0.0,8278230,,,
1441,065940,바이오빌,1635,0,0.0,0,0,0,0,0,71919049110,0.0,43987186,,,
1442,053620,태양,8320,-170,-2.0,3171,26480110,8470,8470,8250,71552000000,0.0,8600000,,,
1443,024800,유성티엔에스,2625,-50,-1.9,43632,116097425,2650,2710,2620,71435647500,0.0,27213580,,,
1444,004910,조광페인트,5580,-100,-1.8,53846,296359690,5670,5700,5450,71424000000,0.0,12800000,,,
1445,189980,흥국에프엔비,9720,-270,-2.7,260123,2583726270,9990,10200,9710,71357348520,0.0,7341291,,,
1446,094360,칩스앤미디어,9610,-70,-0.7,112860,1080816540,9580,9700,9450,71264175470,0.0,7415627,,,
1447,137950,제이씨케미칼,3335,-90,-2.6,23724,79661670,3355,3415,3335,71210083915,0.0,21352349,,,
1448,900280,골든센츄리,762,-27,-3.4,446483,342313099,771,781,758,71170800000,0.0,93400000,,,
1449,123010,옵토팩,13700,3150,29.9,1492585,19417818200,10650,13700,10600,71123413000,0.0,5191490,,,
1450,023440,제일제강,2410,-90,-3.6,767670,1896153700,2505,2565,2360,71076667130,0.0,29492393,,,
1451,220100,퓨쳐켐,12350,-550,-4.3,23033,295088550,13200,13700,12350,71001866650,0.0,5749139,,,
1452,065350,신성델타테크,2935,-100,-3.3,93221,277817490,3090,3090,2920,70959791435,0.0,24177101,,,
1453,000500,가온전선,17050,-150,-0.9,1093,18760200,17700,17700,17000,70933916350,0.0,4160347,,,
1454,080720,한국유니온제약,12000,-50,-0.4,56506,661651350,11900,12050,11500,70844736000,0.0,5903728,,,
1455,011420,갤럭시아에스엠,2570,-25,-1.0,1009365,2628423550,2635,2725,2510,70802585080,0.0,27549644,,,
1456,03473K,SK우,125000,-4000,-3.1,2798,350447500,128500,128500,124000,70766875000,0.0,566135,,,
1457,001080,만호제강,17050,-100,-0.6,350,5948500,16800,17400,16800,70757500000,0.0,4150000,,,
1458,084730,팅크웨어,6780,-170,-2.4,6963,47356770,6940,6940,6710,70686123960,0.0,10425682,,,
1459,066670,디스플레이텍,3780,50,1.3,139068,527269470,3730,3850,3680,70655450040,0.0,18691918,,,
1460,090370,메타랩스,1350,-30,-2.2,405455,542802750,1380,1380,1300,70617131100,0.0,52308986,,,
1461,049430,코메론,7780,10,0.1,3922,30297330,7770,7780,7590,70393440000,0.0,9048000,,,
1462,050120,라이브플렉스,825,5,0.6,270949,223973674,831,846,815,70388914200,0.0,85319896,,,
1463,027040,서울전자통신,1010,-10,-1.0,71942,72326752,1020,1025,999,70284735470,0.0,69588847,,,
1464,026150,특수건설,4685,-55,-1.2,104174,484610260,4705,4705,4550,70250703590,0.0,14994814,,,
1465,225650,쿠첸,6570,-100,-1.5,29029,189984580,6600,6740,6420,70208839890,0.0,10686277,,,
1466,171090,선익시스템,7790,-300,-3.7,133832,1050248910,7940,7980,7770,70104508050,0.0,8999295,,,
1467,031820,콤텍시스템,1465,20,1.4,1084618,1572462030,1410,1475,1400,70102397690,0.0,47851466,,,
1468,241820,피씨엘,7840,0,0.0,17476,135947580,7990,7990,7680,70098725760,0.0,8941164,,,
1469,080010,이상네트웍스,7770,-60,-0.8,3390,26296780,7810,7810,7700,70046550000,0.0,9015000,,,
1470,026940,부국철강,3500,45,1.3,243822,857631115,3425,3605,3425,70000000000,0.0,20000000,,,
1471,250060,모비스,2175,-15,-0.7,297682,647131335,2155,2250,2115,69972607950,0.0,32171314,,,
1472,019590,엠벤처투자,1160,0,0.0,0,0,0,0,0,69764928800,0.0,60142180,,,
1473,014130,한익스프레스,5810,-240,-4.0,108771,639190800,5980,6010,5810,69720000000,0.0,12000000,,,
1474,014440,영보화학,3480,10,0.3,184549,646992260,3450,3635,3440,69600000000,0.0,20000000,,,
1475,124500,아이티센,4290,95,2.3,144202,610868035,4275,4390,4100,69459068250,0.0,16190925,,,
1476,002920,유성기업,2675,15,0.6,41018,109027090,2665,2720,2630,69409562500,0.0,25947500,,,
1477,039010,현대통신,8040,60,0.8,22278,176076620,7920,8040,7740,69345000000,0.0,8625000,,,
1478,057540,옴니시스템,1700,-40,-2.3,183773,311000530,1720,1720,1670,69154325500,0.0,40679015,,,
1479,071670,에이테크솔루션,6910,-210,-3.0,32695,225193160,7070,7070,6810,69100000000,0.0,10000000,,,
1480,094940,푸른기술,10500,-200,-1.9,52470,548364900,10350,10650,10300,69029121000,0.0,6574202,,,
1481,071970,STX중공업,2455,-115,-4.5,68654,169560780,2455,2575,2450,68940649605,0.0,28081731,,,
1482,119850,지엔씨에너지,4230,-70,-1.6,51580,218668385,4300,4300,4200,68931352440,0.0,16295828,,,
1483,090710,휴림로봇,840,-25,-2.9,600841,504947135,836,853,833,68868616320,0.0,81986448,,,
1484,087260,모바일어플라이언스,4585,-145,-3.1,74790,345216250,4730,4730,4585,68775000000,0.0,15000000,,,
1485,025440,대성엘텍,690,-20,-2.8,143989,99698161,695,709,686,68766326670,0.0,99661343,,,
1486,196450,디오스텍,554,-16,-2.8,516007,288711400,566,570,551,68727229534,0.0,124056371,,,
1487,058630,엠게임,3515,150,4.5,2771456,9810534665,3335,3720,3100,68696727655,0.0,19543877,,,
1488,900340,윙입푸드,1700,5,0.3,1157818,2002817830,1750,1775,1665,68695461500,0.0,40409095,,,
1489,041460,한국전자인증,3200,-85,-2.6,36622,116818935,3260,3260,3120,68669596800,0.0,21459249,,,
1490,006740,영풍제지,3090,-100,-3.1,24429,74780385,3235,3235,3015,68598000000,0.0,22200000,,,
1491,149980,하이로닉,4860,-190,-3.8,95325,465033585,4910,4980,4820,68525975700,0.0,14099995,,,
1492,021040,대호피앤씨,937,-13,-1.4,567280,530057042,949,950,923,68506717962,0.0,73112826,,,
1493,079950,인베니아,2950,-85,-2.8,98761,295694935,2980,3095,2915,68440000000,0.0,23200000,,,
1494,053660,현진소재,2595,185,7.7,856947,2233444775,2410,2810,2410,68335378005,0.0,26333479,,,
1495,079970,투비소프트,2575,-150,-5.5,177399,463154550,2615,2680,2565,68200770200,0.0,26485736,,,
1496,083420,그린케미칼,3410,-75,-2.2,49693,170104920,3450,3465,3390,68200000000,0.0,20000000,,,
1497,041910,에스텍파마,5720,-230,-3.9,52786,303755170,5940,5950,5530,68058064360,0.0,11898263,,,
1498,002720,국제약품,3690,-120,-3.2,78596,291124655,3800,3800,3685,67897918800,0.0,18400520,,,
1499,037370,EG,9050,60,0.7,36749,331733610,8980,9170,8770,67875000000,0.0,7500000,,,
1500,263690,디알젬,5990,-40,-0.7,62888,371699800,5980,6030,5810,67840403900,0.0,11325610,,,
1501,002140,고려산업,2720,-95,-3.4,483492,1331389465,2785,2810,2705,67835236000,0.0,24939425,,,
1502,050860,아세아텍,3865,-110,-2.8,116992,453269760,3960,3970,3815,67637500000,0.0,17500000,,,
1503,014190,원익큐브,1905,10,0.5,150288,282691275,1870,1925,1840,67436820930,0.0,35399906,,,
1504,056730,포스링크,1460,0,0.0,0,0,0,0,0,67399247280,0.0,46163868,,,
1505,263600,덕우전자,4225,-215,-4.8,128549,547765655,4430,4435,4100,67305559750,0.0,15930310,,,
1506,043340,에쎈테크,933,-4,-0.4,69578,64202729,917,935,916,67176000000,0.0,72000000,,,
1507,035480,제이테크놀로지,1475,0,0.0,0,0,0,0,0,67155378250,0.0,45529070,,,
1508,060480,국일신동,6040,-30,-0.5,378621,2311682480,6000,6240,5970,66983600000,0.0,11090000,,,
1509,214310,세미콘라이트,921,-13,-1.4,1705109,1630069213,934,999,915,66890505888,0.0,72628128,,,
1510,004780,대륙제관,4200,-30,-0.7,21514,89951695,4170,4210,4150,66793435800,0.0,15903199,,,
1511,148140,비디아이,8400,-100,-1.2,20140,169572320,8390,8550,8340,66534300000,0.0,7920750,,,
1512,000590,CS홀딩스,57600,-900,-1.5,148,8583000,58700,58700,57600,66498163200,0.0,1154482,,,
1513,017510,세명전기,4360,-40,-0.9,46799,203124530,4400,4440,4180,66472560000,0.0,15246000,,,
1514,068330,일신바이오,1500,0,0.0,228954,341388760,1490,1515,1470,66324210000,0.0,44216140,,,
1515,203400,에이비온,5350,-440,-7.6,13500,67348400,5700,5790,4930,66323821600,0.0,12396976,,,
1516,091340,S&K폴리텍,5660,260,4.8,1789015,10389690700,5420,6350,5300,66243060860,0.0,11703721,,,
1517,101400,엔시트론,562,8,1.4,1505343,858392826,544,596,539,66163493994,0.0,117728637,,,
1518,228180,티씨엠생명과학,20750,-150,-0.7,13,269100,21650,21650,19200,66005542500,0.0,3180990,,,
1519,058220,아리온,728,-11,-1.5,664246,481483402,739,739,717,65937186952,0.0,90573059,,,
1520,150440,피노텍,6890,-60,-0.9,1104,7415640,6900,6900,6700,65905688680,0.0,9565412,,,
1521,123410,코리아에프티,2365,15,0.6,189320,439380055,2335,2365,2270,65844116360,0.0,27841064,,,
1522,204990,현성바이탈,2080,-365,-14.9,1075198,2485766735,2320,2540,2080,65832255840,0.0,31650123,,,
1523,032850,비트컴퓨터,3960,-80,-2.0,59110,235274175,4165,4165,3900,65828240280,0.0,16623293,,,
1524,005860,한일사료,1670,-25,-1.5,1005135,1731490735,1675,1820,1650,65804153950,0.0,39403685,,,
1525,036090,위지트,904,-23,-2.5,320006,290178750,916,928,900,65765378952,0.0,72749313,,,
1526,076610,해성옵틱스,2120,-240,-10.2,1124353,2428849950,2250,2270,2095,65693500000,0.0,30987500,,,
1527,065450,빅텍,2660,10,0.4,4669027,12683251480,2720,2800,2620,65578716980,0.0,24653653,,,
1528,010280,쌍용정보통신,1620,-30,-1.8,329771,530199000,1630,1665,1585,65551735080,0.0,40464034,,,
1529,327610,펨토바이오메드,12000,-650,-5.1,1633,19135100,11150,12000,11150,65444580000,0.0,5453715,,,
1530,290550,디케이티,7930,-150,-1.9,28478,223668870,8000,8090,7700,65274470690,0.0,8231333,,,
1531,005750,대림B&Co,3915,0,0.0,10870,41964255,3915,3915,3845,65271819600,0.0,16672240,,,
1532,900040,차이나그레이트,518,0,0.0,0,0,0,0,0,65198876526,0.0,125866557,,,
1533,083550,케이엠,6410,-70,-1.1,24086,154006920,6380,6450,6330,65011309700,0.0,10142170,,,
1534,043090,팜스웰바이오,2240,-115,-4.9,127343,286378245,2285,2325,2220,64930192320,0.0,28986693,,,
1535,004090,한국석유,98300,-700,-0.7,1887,182955300,99000,99000,95800,64406160000,0.0,655200,,,
1536,004720,우리들제약,5560,-50,-0.9,26596,146512540,5610,5690,5450,64331001440,0.0,11570324,,,
1537,114120,크루셜텍,976,-59,-5.7,3507861,3470503911,1010,1025,973,64189462592,0.0,65767892,,,
1538,109070,컨버즈,3260,0,0.0,0,0,0,0,0,64135652380,0.0,19673513,,,
1539,008260,NI스틸,2240,-10,-0.4,168853,369732375,2250,2260,2155,64064262080,0.0,28600117,,,
1540,084870,TBH글로벌,3070,10,0.3,491461,1528400555,3080,3190,3050,64030434330,0.0,20856819,,,
1541,317850,대모,7680,-420,-5.2,422338,3293359210,8000,8080,7600,63931545600,0.0,8324420,,,
1542,142280,녹십자엠에스,6640,-120,-1.8,17702,116089680,6610,6690,6490,63858759120,0.0,9617283,,,
1543,047560,이스트소프트,6450,-250,-3.7,33349,214955240,6150,6670,6150,63851130000,0.0,9899400,,,
1544,155660,DSR,3990,-35,-0.9,43952,173652385,3960,4045,3855,63840000000,0.0,16000000,,,
1545,012790,신일제약,8070,500,6.6,38504,305831100,7790,8140,7710,63753000000,0.0,7900000,,,
1546,000220,유유제약,10000,210,2.2,29905,289833560,9600,10000,9360,63685870000,0.0,6368587,,,
1547,197210,리드,3185,355,12.5,14393699,48141450265,3020,3665,2920,63674016770,0.0,19991842,,,
1548,040160,누리텔레콤,5280,-100,-1.9,16039,84478360,5380,5390,5200,63653224800,0.0,12055535,,,
1549,042500,링네트,4175,-20,-0.5,67450,280500460,4130,4215,4105,63530465650,0.0,15216878,,,
1550,073010,케이에스피,1755,0,0.0,16696,29088520,1730,1785,1705,63517411035,0.0,36192257,,,
1551,040610,SG&G,1860,-20,-1.1,111219,206739330,1880,1890,1830,63402184560,0.0,34087196,,,
1552,005670,푸드웰,6340,110,1.8,59802,370666830,6300,6550,6100,63400000000,0.0,10000000,,,
1553,044480,바이오제네틱스,5160,-80,-1.5,13577,69406220,5240,5240,5060,63393112920,0.0,12285487,,,
1554,066110,한프,1200,-20,-1.6,127935,152084635,1230,1230,1170,63359520000,0.0,52799600,,,
1555,001560,제일연마,6330,10,0.2,4963,31416120,6200,6450,6200,63300000000,0.0,10000000,,,
1556,039610,화성밸브,6080,-20,-0.3,46652,279439750,5880,6100,5840,63295232000,0.0,10410400,,,
1557,031310,아이즈비전,4010,-80,-2.0,81230,320765685,4020,4070,3800,63248021740,0.0,15772574,,,
